Fund,Service,Department,Program,Account Description,Fiscal Year Range,Division,Service Area,Org Code,Fund Code,Project Code,Project Description,Program Code,Program Description,Account Type,Account Code,Amount,Budget Type,Budget Name,Amount as number,,,
General Fund,Utilities & Transportation,Transportation,Major Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Planning and Community Development,Design Commission,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,546136,3,Proposed,546136,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,3448375,3,Proposed,3448375,,,
General Fund,Utilities & Transportation,Transportation,Bridges & Structures,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration - Financial Services O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Monorail Rehabilitation,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,1255000,3,Proposed,1255000,,,
General Fund,"Arts, Culture & Recreation",Arts and Culture,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,1886988,3,Proposed,1886988,,,
General Fund,Education & Human Services,Human Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Summit Re-Implementation Department Capital Needs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Funds, Subfunds and Other",Debt Service,2020 Debt Issuance Cost - LTGO - Taxable,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Wheelchair Accessible Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Firefighters Pension,Firefighters Pension,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Municipal Court,Court Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Facilities Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,City Budget Office,City Budget Office,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Community Building,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Technology,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Community Building,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Addressing Homelessness,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police Relief and Pension,Police Relief and Pension,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Arts and Culture,Cultural Space,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Special Victims,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Legislative,Legislative Department,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Planning and Community Development,Planning and Community Development,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Law,Precinct Liaison,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Campus,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Regulatory Compliance and Consumer Protection,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,West Precinct,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Education and Early Learning,Early Learning,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Power Supply & Environ Affairs - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Bridges & Structures,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Arts and Culture,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Library Program and Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Arts and Culture,Arts and Cultural Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Housing,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Construction and Inspections,Inspections,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Civil Rights,Civil Rights,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Building and Campus Improvements,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Narcotics Investigations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Library Program and Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Generation Operations and Engineering O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Municipal Court,Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Education and Early Learning,Post-Secondary Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration - General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Unknown,Employee Ombud,Office of the Employee Ombud,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Funds, Subfunds and Other",Debt Service,UTGO Debt Service,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Administrative/Support Service,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Engineering and Technology Innovation O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Fleet Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Promoting Healthy Aging,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Campus,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Recreation Facility Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Firefighters Pension,Firefighters Pension,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,ROW Management,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Sediments,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Administrative/Support Service,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,HR Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Departmentwide Programs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Building and Campus Improvements,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Sustainability and Environment,Office of Sustainability and Environment,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Legislative,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Power Supply & Environ Affairs - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,HR Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Community Building,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Fire,Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Education & Human Services,Human Services,Promoting Healthy Aging,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Administrative Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Intergovernmental Relations,Office of Intergovernmental Relations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,Health Care Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Fleet Capital Program,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration - Financial Services O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,Mobility Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,GTL/LTD/AD&D Insurance Service,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,McCaw Hall,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Public Utilities,Utility Service and Operations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Judgment & Claims General Legal,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Indigent Defense Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Applications Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Judgment & Claims Police Action,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Immigrant and Refugee Affairs,Office of Immigrant and Refugee Affairs,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Building and Campus Improvements,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Library,Institutional & Strategic Adva,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Cable Television Franchise Subfund,Cable Television Franchise Fund,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Digital Engagement,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Inspector General for Public Safety,Office of Inspector General for Public Safety,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Neighborhoods,Community Building,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Client Services Management,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Customer Focused - CIP,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Human Resources,HR Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Engineering and Technology Innovation O&M,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Information Technology,Capital Improvement Projects,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Reserves,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police Relief and Pension,Police Relief and Pension,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance General,Appropriation to Special Funds,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Public Safety,Police,Criminal Investigations,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Neighborhoods & Development,Economic Development,Leadership and Administration,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,Transportation,General Expense,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Utilities & Transportation,City Light,Debt Services,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Parks and Recreation,Building For The Future,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,"Arts, Culture & Recreation",Seattle Center,Building and Campus Improvements,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
General Fund,Administration,Finance and Administrative Services,Information Technology,2-test account description,2019,2-Test division,2-test service area,2-test org code,26969,2006969,2-test project description,IP69,2-test program description,Revenue,269690,0,3,Proposed,0,,,
